article_id,n_equations,n_edges,longest_path,accuracy,precision,recall,f1,bucket
0907.2648,10,8,3,1.0,1.0,1.0,1.0,3
0907.2720,9,6,2,,,,,2
0907.2870,10,6,3,0.9222222222222223,0.42857142857142855,0.5,0.4615384615384615,3
0907.2872,10,8,6,0.9333333333333333,0.5714285714285714,1.0,0.7272727272727273,5-6
0907.2959,18,13,6,0.9869281045751634,0.8461538461538461,0.8461538461538461,0.8461538461538461,5-6
0907.2967,21,7,1,,,,,0-1
0907.2994,17,4,2,,,,,2
0907.3017,9,4,1,0.9305555555555556,0.4,0.5,0.4444444444444445,0-1
0907.3028,6,4,2,,,,,2
0907.3040,12,5,1,0.9696969696969697,1.0,0.2,0.33333333333333337,0-1
0907.3145,10,1,1,,,,,0-1
0907.3172,5,2,2,0.8,0.3333333333333333,1.0,0.5,2
0907.3206,9,2,1,0.9583333333333334,0.4,1.0,0.5714285714285715,0-1
0907.3283,8,2,2,,,,,2
0907.3284,14,8,4,0.9505494505494505,0.47058823529411764,1.0,0.6399999999999999,4
0907.3505,13,7,2,,,,,2
1701.00003,16,15,5,0.9416666666666667,0.5333333333333333,0.5333333333333333,0.5333333333333333,5-6
1701.00176,10,13,2,0.8666666666666667,0.5384615384615384,0.5384615384615384,0.5384615384615384,2
1701.00226,6,4,2,,,,,2
1701.00357,13,8,3,,,,,3
1701.00692,14,13,5,,,,,5-6
1701.00847,10,11,6,,,,,5-6
1701.00898,14,11,1,0.8241758241758241,0.08,0.18181818181818182,0.1111111111111111,0-1
1701.00986,11,7,3,0.9454545454545454,0.5555555555555556,0.7142857142857143,0.6250000000000001,3
1701.01008,7,3,2,0.9761904761904762,0.75,1.0,0.8571428571428571,2
1701.01071,9,5,2,,,,,2
1701.01109,14,11,5,0.9560439560439561,0.6363636363636364,0.6363636363636364,0.6363636363636364,5-6
1701.01408,11,10,4,0.8909090909090909,0.4,0.4,0.4000000000000001,4
1701.01521,6,4,2,0.8666666666666667,0.42857142857142855,1.0,0.6,2
1701.01531,9,5,3,0.9166666666666666,0.4444444444444444,0.8,0.5714285714285714,3
1701.01567,14,12,4,,,,,4
1701.01647,12,10,4,0.8712121212121212,0.26666666666666666,0.4,0.32,4
1701.01686,5,3,1,0.6,0.14285714285714285,0.3333333333333333,0.2,0-1
1701.01815,6,4,1,,,,,0-1
1701.01921,11,8,3,,,,,3
1701.03108,6,4,1,0.8,0.25,0.25,0.25,0-1
1810.00215,8,6,2,0.875,0.4,0.3333333333333333,0.3636363636363636,2
1810.00264,4,3,2,,,,,2
1810.00524,15,8,2,,,,,2
1810.00641,19,17,8,,,,,7-10
1810.00929,10,6,3,0.8777777777777778,0.0,0.0,0.0,3
1810.01085,11,9,4,,,,,4
1810.01153,12,16,6,0.9090909090909091,0.625,0.625,0.625,5-6
1810.01819,5,4,2,,,,,2
1810.01821,13,11,3,,,,,3
1810.01936,7,6,3,,,,,3
0908.0117,14,4,2,,,,,2
0908.0155,7,2,2,0.8809523809523809,0.2857142857142857,1.0,0.4444444444444445,2
0908.0159,9,2,1,0.9166666666666666,0.0,0.0,0.0,0-1
0908.0260,9,2,1,0.8888888888888888,0.2,1.0,0.33333333333333337,0-1
0908.0304,9,3,1,0.875,0.125,0.3333333333333333,0.18181818181818182,0-1
0908.0314,8,5,4,0.9107142857142857,0.5,1.0,0.6666666666666666,4
0908.0219,10,4,2,,,,,2
0908.0180,12,1,1,0.9166666666666666,0.08333333333333333,1.0,0.15384615384615385,0-1
1908.00040,4,1,1,,,,,0-1
1908.00186,7,6,3,,,,,3
1908.00372,12,2,2,,,,,2
1908.00596,9,4,3,0.9166666666666666,0.3333333333333333,0.5,0.4,3
1908.00647,10,5,2,0.8888888888888888,0.2727272727272727,0.6,0.37499999999999994,2
1908.00778,4,3,1,0.75,0.0,0.0,0.0,0-1
1908.01025,8,4,3,0.9821428571428571,0.8,1.0,0.888888888888889,3
1908.01254,14,11,3,0.978021978021978,1.0,0.6363636363636364,0.7777777777777778,3
1908.01434,13,10,4,1.0,1.0,1.0,1.0,4
1908.01505,10,9,3,0.9555555555555556,0.8571428571428571,0.6666666666666666,0.75,3
1612.00053,10,9,5,0.9,0.5,0.6666666666666666,0.5714285714285715,5-6
1612.00217,4,1,1,1.0,1.0,1.0,1.0,0-1
1612.00231,10,5,1,,,,,0-1
1612.00257,6,4,2,,,,,2
1612.00288,15,17,5,,,,,5-6
1612.00392,13,12,5,0.9615384615384616,0.75,0.75,0.75,5-6
1612.00446,15,8,1,,,,,0-1
1612.00463,14,12,3,0.9395604395604396,0.5294117647058824,0.75,0.6206896551724139,3
1612.00522,7,6,5,,,,,5-6
1612.00629,18,10,4,,,,,4
1510.00210,8,7,3,0.8571428571428571,0.45454545454545453,0.7142857142857143,0.5555555555555556,3
1510.00400,12,8,4,,,,,4
1510.00417,10,8,2,,,,,2
1510.00543,17,7,2,,,,,2
1510.00670,12,2,2,0.9090909090909091,0.14285714285714285,1.0,0.25,2
1510.00710,11,3,1,0.8818181818181818,0.08333333333333333,0.3333333333333333,0.13333333333333333,0-1
1510.00716,11,4,2,0.990909090909091,0.8,1.0,0.888888888888889,2
1510.00770,17,22,9,0.8786764705882353,0.3103448275862069,0.4090909090909091,0.35294117647058826,7-10
1510.01138,11,7,2,0.9272727272727272,0.42857142857142855,0.42857142857142855,0.42857142857142855,2
1510.01448,8,6,3,0.9464285714285714,0.8,0.6666666666666666,0.7272727272727272,3
1409.0010,6,4,2,,,,,2
1409.0082,10,8,6,,,,,5-6
1409.0094,19,20,8,0.935672514619883,0.4,0.2,0.26666666666666666,7-10
1409.0101,15,9,3,0.9428571428571428,0.4,0.6666666666666666,0.5,3
1409.0104,16,16,9,,,,,7-10
1409.0110,11,7,2,0.8909090909090909,0.3684210526315789,1.0,0.5384615384615384,2
1409.0188,11,12,2,0.7727272727272727,0.0,0.0,0.0,2
1409.0220,15,8,2,0.9523809523809523,0.4166666666666667,0.625,0.5,2
1409.0380,11,10,2,0.9454545454545454,0.6666666666666666,0.8,0.7272727272727272,2
1409.0466,7,4,1,,,,,0-1
astro-ph9211002,13,8,3,,,,,3
astro-ph9211005,9,7,5,,,,,5-6
cond-mat9211006,7,3,2,,,,,2
hep-lat9211009,13,12,7,0.8846153846153846,0.2,0.16666666666666666,0.1818181818181818,7-10
hep-ph9211257,7,4,2,0.9523809523809523,0.6666666666666666,1.0,0.8,2
physics9704005,16,13,5,0.9166666666666666,0.36,0.6923076923076923,0.47368421052631576,5-6
physics9704022,21,12,5,0.9642857142857143,0.4,0.5,0.4444444444444445,5-6
quant-ph9704026,10,9,4,,,,,4
cond-mat9704033,16,23,5,0.9291666666666667,0.6153846153846154,0.6956521739130435,0.6530612244897959,5-6
cond-mat9704044,13,13,6,0.8910256410256411,0.375,0.46153846153846156,0.41379310344827586,5-6
cond-mat9704058,5,4,3,0.9,0.75,0.75,0.75,3
cond-mat9704091,15,13,4,0.9857142857142858,1.0,0.7692307692307693,0.8695652173913044,4
cond-mat9704179,11,10,5,0.9,0.45454545454545453,0.5,0.47619047619047616,5-6
