article_id,n_equations,n_edges,longest_path,accuracy,precision,recall,f1,bucket
0907.2648,10,8,3,1.0,1.0,1.0,1.0,3
0907.2720,9,6,2,,,,,2
0907.2870,10,6,3,0.9166666666666666,0.6,0.75,0.6666666666666665,3
0907.2872,10,8,6,0.9245283018867925,0.6,1.0,0.7499999999999999,5-6
0907.2959,18,13,6,0.9673590504451038,0.6538461538461539,0.8947368421052632,0.7555555555555555,5-6
0907.2967,21,7,1,,,,,0-1
0907.2994,17,4,2,,,,,2
0907.3017,9,4,1,0.9111111111111111,0.5714285714285714,0.8,0.6666666666666666,0-1
0907.3028,6,4,2,,,,,2
0907.3040,12,5,1,0.9483870967741935,0.6666666666666666,0.6666666666666666,0.6666666666666666,0-1
0907.3145,10,1,1,,,,,0-1
0907.3172,5,2,2,0.7857142857142857,0.42857142857142855,0.6,0.5,2
0907.3206,9,2,1,0.9659090909090909,0.75,1.0,0.8571428571428571,0-1
0907.3283,8,2,2,,,,,2
0907.3284,14,8,4,0.919047619047619,0.45161290322580644,1.0,0.6222222222222222,4
0907.3505,13,7,2,,,,,2
1701.00003,16,15,5,0.9144981412639405,0.42857142857142855,0.631578947368421,0.5106382978723404,5-6
1701.00176,10,13,2,0.8363636363636363,0.4782608695652174,0.6470588235294118,0.55,2
1701.00226,6,4,2,,,,,2
1701.00357,13,8,3,,,,,3
1701.00692,14,13,5,,,,,5-6
1701.00847,10,11,6,,,,,5-6
1701.00898,14,11,1,0.7990430622009569,0.13157894736842105,0.35714285714285715,0.1923076923076923,0-1
1701.00986,11,7,3,0.9291338582677166,0.5714285714285714,0.7272727272727273,0.64,3
1701.01008,7,3,2,0.9454545454545454,0.7,1.0,0.8235294117647058,2
1701.01071,9,5,2,,,,,2
1701.01109,14,11,5,0.9134615384615384,0.4090909090909091,0.6428571428571429,0.5000000000000001,5-6
1701.01408,11,10,4,0.8473282442748091,0.3,0.5,0.37499999999999994,4
1701.01521,6,4,2,0.7857142857142857,0.38461538461538464,0.8333333333333334,0.5263157894736842,2
1701.01531,9,5,3,0.8876404494382022,0.47058823529411764,0.8888888888888888,0.6153846153846153,3
1701.01567,14,12,4,,,,,4
1701.01647,12,10,4,0.8461538461538461,0.3333333333333333,0.6,0.42857142857142855,4
1701.01686,5,3,1,0.6071428571428571,0.125,0.2,0.15384615384615385,0-1
1701.01815,6,4,1,,,,,0-1
1701.01921,11,8,3,,,,,3
1701.03108,6,4,1,0.8,0.375,0.5,0.42857142857142855,0-1
1810.00215,8,6,2,0.8309859154929577,0.3333333333333333,0.5,0.4,2
1810.00264,4,3,2,,,,,2
1810.00524,15,8,2,,,,,2
1810.00641,19,17,8,,,,,7-10
1810.00929,10,6,3,0.8454545454545455,0.26666666666666666,0.4,0.32,3
1810.01085,11,9,4,,,,,4
1810.01153,12,16,6,0.8580645161290322,0.4074074074074074,0.6470588235294118,0.5,5-6
1810.01819,5,4,2,,,,,2
1810.01821,13,11,3,,,,,3
1810.01936,7,6,3,,,,,3
0908.0117,14,4,2,,,,,2
0908.0155,7,2,2,0.8909090909090909,0.5384615384615384,1.0,0.7000000000000001,2
0908.0159,9,2,1,0.9222222222222223,0.6153846153846154,0.8,0.6956521739130435,0-1
0908.0260,9,2,1,0.9090909090909091,0.5294117647058824,1.0,0.6923076923076924,0-1
0908.0304,9,3,1,0.8777777777777778,0.47058823529411764,0.8,0.5925925925925927,0-1
0908.0314,8,5,4,0.9264705882352942,0.6428571428571429,1.0,0.782608695652174,4
0908.0219,10,4,2,,,,,2
0908.0180,12,1,1,0.9161290322580645,0.47619047619047616,0.8333333333333334,0.6060606060606061,0-1
1908.00040,4,1,1,,,,,0-1
1908.00186,7,6,3,,,,,3
1908.00372,12,2,2,,,,,2
1908.00596,9,4,3,0.8888888888888888,0.4666666666666667,0.7777777777777778,0.5833333333333334,3
1908.00647,10,5,2,0.8715596330275229,0.42105263157894735,0.7272727272727273,0.5333333333333333,2
1908.00778,4,3,1,0.7,0.25,0.25,0.25,0-1
1908.01025,8,4,3,0.9305555555555556,0.6153846153846154,1.0,0.761904761904762,3
1908.01254,14,11,3,0.9333333333333333,0.5238095238095238,0.7333333333333333,0.611111111111111,3
1908.01434,13,10,4,0.945054945054945,0.5652173913043478,1.0,0.7222222222222222,4
1908.01505,10,9,3,0.9,0.5294117647058824,0.75,0.6206896551724139,3
1612.00053,10,9,5,0.8942307692307693,0.5,0.7272727272727273,0.5925925925925926,5-6
1612.00217,4,1,1,0.95,0.8,1.0,0.888888888888889,0-1
1612.00231,10,5,1,,,,,0-1
1612.00257,6,4,2,,,,,2
1612.00288,15,17,5,,,,,5-6
1612.00392,13,12,5,0.9378531073446328,0.6,0.8,0.6857142857142857,5-6
1612.00446,15,8,1,,,,,0-1
1612.00463,14,12,3,0.9368932038834952,0.6296296296296297,0.85,0.723404255319149,3
1612.00522,7,6,5,,,,,5-6
1612.00629,18,10,4,,,,,4
1510.00210,8,7,3,0.8260869565217391,0.375,0.75,0.5,3
1510.00400,12,8,4,,,,,4
1510.00417,10,8,2,,,,,2
1510.00543,17,7,2,,,,,2
1510.00670,12,2,2,0.9038461538461539,0.44,0.9166666666666666,0.5945945945945945,2
1510.00710,11,3,1,0.8846153846153846,0.4,0.7272727272727273,0.5161290322580645,0-1
1510.00716,11,4,2,0.9621212121212122,0.6875,1.0,0.8148148148148148,2
1510.00770,17,22,9,0.8509933774834437,0.25,0.4,0.3076923076923077,7-10
1510.01138,11,7,2,0.9153846153846154,0.6,0.6428571428571429,0.6206896551724138,2
1510.01448,8,6,3,0.9014084507042254,0.5833333333333334,0.7777777777777778,0.6666666666666666,3
1409.0010,6,4,2,,,,,2
1409.0082,10,8,6,,,,,5-6
1409.0094,19,20,8,0.9,0.2413793103448276,0.30434782608695654,0.2692307692307692,7-10
1409.0101,15,9,3,0.9240506329113924,0.4444444444444444,0.8,0.5714285714285714,3
1409.0104,16,16,9,,,,,7-10
1409.0110,11,7,2,0.875,0.4,0.9090909090909091,0.5555555555555556,2
1409.0188,11,12,2,0.7538461538461538,0.09523809523809523,0.13333333333333333,0.1111111111111111,2
1409.0220,15,8,2,0.9446808510638298,0.5454545454545454,0.8,0.6486486486486486,2
1409.0380,11,10,2,0.9166666666666666,0.6086956521739131,0.875,0.717948717948718,2
1409.0466,7,4,1,,,,,0-1
astro-ph9211002,13,8,3,,,,,3
astro-ph9211005,9,7,5,,,,,5-6
cond-mat9211006,7,3,2,,,,,2
hep-lat9211009,13,12,7,0.8461538461538461,0.21739130434782608,0.3333333333333333,0.26315789473684204,7-10
hep-ph9211257,7,4,2,0.9444444444444444,0.7272727272727273,1.0,0.8421052631578948,2
physics9704005,16,13,5,0.9018867924528302,0.36363636363636365,0.7058823529411765,0.48000000000000004,5-6
physics9704022,21,12,5,0.9520697167755992,0.53125,0.7083333333333334,0.6071428571428571,5-6
quant-ph9704026,10,9,4,,,,,4
cond-mat9704033,16,23,5,0.9198473282442748,0.5806451612903226,0.6923076923076923,0.631578947368421,5-6
cond-mat9704044,13,13,6,0.8603351955307262,0.3076923076923077,0.5333333333333333,0.3902439024390244,5-6
cond-mat9704058,5,4,3,0.8888888888888888,0.6666666666666666,0.8,0.7272727272727272,3
cond-mat9704091,15,13,4,0.9416666666666667,0.56,0.8235294117647058,0.6666666666666666,4
cond-mat9704179,11,10,5,0.8671875,0.3333333333333333,0.5454545454545454,0.41379310344827586,5-6
